,logFC,AveExpr,t,P.Value,adj.P.Val,B
si:dkey-222f8.3,-0.15027998,4.712225003,-1.770317908,0.113906509,0.271086939,-5.651375439
cxxc5a,0.110596709,5.861144846,1.770178866,0.113930795,0.27111484,-5.896558405
usp30,-0.382053329,1.862207973,-1.770036537,0.11395566,0.271122234,-4.855268922
LOC103910580,0.489253456,1.07922372,1.77001726,0.113959028,0.271122234,-4.674031674
celf1,0.070308733,7.039069724,1.76965603,0.11402216,0.27124253,-6.062851826
mms19,-0.101326272,5.031539406,-1.76948979,0.114051224,0.271281767,-5.728118708
si:ch211-132g1.3,-0.36965517,2.768231349,-1.769100683,0.114119281,0.271403373,-5.107759354
selenoh,0.117009366,5.02102504,1.769053699,0.114127501,0.271403373,-5.730496838
mfsd2b,0.210212323,3.103345077,1.768333949,0.114253498,0.271673065,-5.220780458
ptprz1a,-0.127224952,5.570035227,-1.768186483,0.114279329,0.271681049,-5.842074774
camkmt,0.358978766,2.744686156,1.768171044,0.114282033,0.271681049,-5.116217949
tshz1,-0.087340151,5.80148157,-1.767611635,0.114380074,0.27188417,-5.886755358
si:ch211-130h14.4,-0.625370348,-0.064019783,-1.767461883,0.114406333,0.271916637,-4.458028251
pld7,-0.12380252,4.34348617,-1.767353158,0.114425401,0.271932009,-5.564023351
prom1a,0.139428198,5.120641851,1.767177607,0.114456195,0.27195664,-5.755479634
bcr,-0.090055591,6.159791735,-1.7671504,0.114460968,0.27195664,-5.948315446
appb,0.099815192,8.127097277,1.767019424,0.114483949,0.271981298,-6.166343247
zgc:198329,-0.622000401,0.209699448,-1.766665429,0.114546083,0.272098957,-4.501784012
vaspb,-0.321027053,6.164388813,-1.766576087,0.11456177,0.272106268,-5.945706292
p2rx5,0.534946621,0.852218052,1.76649834,0.114575422,0.272108747,-4.630262893
nek4,-0.160141466,3.67983041,-1.766106049,0.114644331,0.272242441,-5.383458297
hcn2b,0.194563219,3.983702003,1.765939619,0.114673577,0.272281931,-5.476663638
nt5dc3,0.224393986,2.580796952,1.765445289,0.114760486,0.272430854,-5.071683359
puf60a,0.149219877,6.644394024,1.765439271,0.114761544,0.272430854,-6.023168706
dlx6a,-0.197307611,2.967976225,-1.765319558,0.114782601,0.27245087,-5.175597824
oxnad1,0.165411032,3.307081725,1.765235624,0.114797366,0.272455951,-5.284870656
selenow1,0.1105585,6.926690591,1.764953436,0.114847021,0.272543826,-6.057517995
LOC101886642,0.266164271,3.318567106,1.764638035,0.114902543,0.272645605,-5.290537708
triob,0.093555811,6.724471068,1.764238096,0.114972983,0.272782756,-6.034580118
LOC137491243,-0.546587291,-0.056592965,-1.763946201,0.11502442,0.272874794,-4.464617741
zgc:195170,0.473343229,-0.21303198,1.763847073,0.115041892,0.272886248,-4.4489148
fkbpl,0.203567514,2.6273021,1.763709743,0.115066103,0.27290929,-5.087161414
crfb4,-0.308193405,3.256473458,-1.763481514,0.115106349,0.27290929,-5.258990624
mhc2d4b,0.462061559,0.498500249,1.763445885,0.115112633,0.27290929,-4.565874143
vars2,-0.12574936,3.987233996,-1.763436354,0.115114314,0.27290929,-5.474344667
lctla,0.306494652,3.670685684,1.763433396,0.115114836,0.27290929,-5.394339039
dctn2,0.077404888,6.786817576,1.763066522,0.115179563,0.273032749,-6.043673203
atp5f1e,0.186994094,6.561481983,1.762480914,0.115282951,0.273247816,-6.016806696
LOC137487807,0.583958635,0.602563575,1.762232691,0.1153268,0.273291996,-4.586692042
im:7136398,-0.338657431,2.256285507,-1.762232027,0.115326918,0.273291996,-4.973735469
LOC110437814,-0.281998973,1.60980307,-1.762099782,0.115350286,0.273292089,-4.803590452
si:dkeyp-68b7.12,-0.554839227,1.148241081,-1.762088475,0.115352284,0.273292089,-4.689290088
mettl8,-0.258023949,1.859116642,-1.761938563,0.11537878,0.273315623,-4.868577296
pim3,0.157680925,4.756106698,1.761854562,0.115393628,0.273315623,-5.680130179
spcs2,0.093874076,5.726611253,1.761784869,0.115405949,0.273315623,-5.88411536
gdf2,-0.740267901,-0.385335381,-1.76171641,0.115418054,0.273315623,-4.418182071
ctr9,-0.077543223,6.199527198,-1.761674069,0.11542554,0.273315623,-5.962640939
dram1,-0.337615313,1.410032979,-1.761430251,0.115468661,0.273370828,-4.75415377
picalma,0.236687646,5.011230253,1.761344122,0.115483898,0.273370828,-5.740616751
fam161a,-0.214561273,4.101542423,-1.761327399,0.115486856,0.273370828,-5.505761482
LOC101884367,-0.591839122,0.205426397,-1.761251587,0.115500269,0.273372593,-4.508962492
shroom1,0.246838567,2.689053791,1.761110917,0.115525161,0.273388379,-5.109221221
sf3b6,-0.214137611,4.75035483,-1.761064657,0.115533348,0.273388379,-5.671916837
opn8b,0.319653743,1.645323815,1.760914614,0.115559905,0.273388379,-4.824157047
ftr05,-0.234123393,2.492910976,-1.76090885,0.115560926,0.273388379,-5.044221385
si:dkey-31g6.6,1.522831606,1.520756613,1.760830122,0.115574863,0.273388379,-4.776448433
gdpd3a,-0.189435438,3.824621998,-1.760784465,0.115582946,0.273388379,-5.430871926
LOC100332446,-0.269595273,2.77619964,-1.760577238,0.115619642,0.273445205,-5.124730951
LOC100334314,-0.232787007,2.730057823,-1.759968462,0.115727506,0.273670317,-5.112985783
stmn4,0.079735122,7.070964006,1.759869414,0.115745065,0.273678217,-6.080299923
pomp,0.114562672,5.619500925,1.759806551,0.11575621,0.273678217,-5.867176329
atxn1l,-0.340273127,2.513398433,-1.759685875,0.115777607,0.273698822,-5.049150563
ndufaf3,0.136912804,5.376687851,1.759589452,0.115794707,0.273709264,-5.819987411
glra1,0.120631357,4.993290653,1.759166228,0.115869791,0.273807106,-5.738333457
arhgap44b,0.126585328,5.136135357,1.759143385,0.115873845,0.273807106,-5.770048745
cerk,-0.140962912,4.020378404,-1.759141597,0.115874163,0.273807106,-5.489145637
LOC100330321,-0.404080744,1.034479756,-1.758288513,0.116025651,0.274135054,-4.672188044
sft2d1,-0.167767393,4.32181347,-1.758101834,0.116058826,0.274183418,-5.570121256
trpm4b3,0.478469884,0.701756217,1.75759948,0.116148143,0.274364391,-4.611891336
asah1b,-0.377714594,4.036618714,-1.757505436,0.116164871,0.274373874,-5.488111441
ros1,-0.274931554,3.26345056,-1.757397275,0.116184113,0.274389291,-5.270499936
mcm2,0.165633188,6.996635208,1.757201158,0.11621901,0.274429624,-6.076667687
pmela,0.145231327,7.482723038,1.757124762,0.116232606,0.274429624,-6.125025345
lpar5a,-0.438511154,0.392393377,-1.75708693,0.11623934,0.274429624,-4.548209738
eif3f,-0.07185878,7.53228068,-1.756403057,0.116361123,0.274665662,-6.129666272
megf8,-0.084766359,6.617150752,-1.756344894,0.116371486,0.274665662,-6.030066207
ipo8,-0.135234391,4.758151257,-1.756311147,0.116377499,0.274665662,-5.682917879
si:dkey-33i11.9,-0.163268633,4.329628577,-1.755812458,0.116466393,0.274816257,-5.575543736
dnah3,0.185396912,3.274014364,1.755810308,0.116466776,0.274816257,-5.288688604
prr11,0.362035085,1.567796967,1.755373854,0.116544627,0.274969892,-4.811796921
chrnd,0.120702197,4.825701836,1.754965759,0.116617465,0.275104184,-5.70584028
LOC100333265,-0.265018277,3.382919535,-1.754864866,0.116635479,0.275104184,-5.309625821
bcl11aa,0.094510086,6.046420102,1.754786701,0.116649436,0.275104184,-5.949947264
ltv1,0.107768213,5.065126646,1.754719378,0.116661459,0.275104184,-5.760468825
mrm3b,-0.208295958,2.739984648,-1.754697965,0.116665284,0.275104184,-5.123982108
trim35-9,-0.649600889,-0.308354456,-1.754625933,0.11667815,0.275104462,-4.438894813
rnf14,-0.119000817,4.436782581,-1.75455083,0.116691565,0.275106037,-5.606255681
lrrn2,0.174722351,4.945076704,1.754468948,0.116706193,0.27511047,-5.734927744
cbln2b,0.13691056,4.74996046,1.754316509,0.116733431,0.275131359,-5.689071401
prune,-0.316829537,1.689065485,-1.75427666,0.116740552,0.275131359,-4.833017309
ecd,0.123175591,4.662681857,1.754145793,0.116763941,0.275138178,-5.668243101
abi2b,-0.074989033,6.387509142,-1.754117808,0.116768944,0.275138178,-6.001812248
erich3,-0.230895904,2.642790127,-1.754017555,0.116786865,0.275150364,-5.096689089
unc119b,-0.143524855,4.113933783,-1.75386976,0.11681329,0.275182579,-5.521819565
glrx,-0.098330962,5.823147778,-1.753582219,0.116864717,0.275273679,-5.910412497
abcc13,0.347481435,1.943907816,1.753102147,0.116950624,0.27544597,-4.913865347
tacr1a,-0.558565044,0.678596691,-1.753019338,0.116965449,0.275450824,-4.604364544
sap30l,-0.178367943,5.833343474,-1.75278694,0.117007062,0.275518757,-5.911987485
cadps2,-0.165429477,3.739647809,-1.752633687,0.117034511,0.275553326,-5.419324839
rnasel3,-0.294869687,3.912439007,-1.75224618,0.117103944,0.275686726,-5.463931185
tppp2,0.166388913,4.423315201,1.752006352,0.117146936,0.275757855,-5.612295896
enpp6,-0.163346637,3.179182027,-1.75191754,0.11716286,0.275765261,-5.257594855
naa40,0.120290145,5.368406171,1.751780992,0.117187347,0.275792817,-5.829168588
ctxn3,0.410320996,1.922113578,1.75153986,0.117230601,0.275797443,-4.910442512
rtcb,-0.120769825,6.049826177,-1.751485128,0.117240421,0.275797443,-5.952250613
clstn2b,0.143199856,3.881137015,1.751446106,0.117247422,0.275797443,-5.46819377
poli,-0.232753147,3.133256379,-1.751442006,0.117248158,0.275797443,-5.242821798
sqleb,-0.70084438,-0.374584687,-1.751413848,0.117253211,0.275797443,-4.43339981
rab12,-0.24317915,3.273314897,-1.751219822,0.117288032,0.275849282,-5.283502645
wdtc1,-0.106288664,4.817367885,-1.751124919,0.117305067,0.275859285,-5.704882958
plpp2b,-0.425967039,3.215777425,-1.751048908,0.117318713,0.275861315,-5.258904088
mfsd3,0.181156262,2.981629501,1.750975387,0.117331913,0.275862297,-5.20857747
zgc:92907,0.274851694,1.967197924,1.750751138,0.117372185,0.275910284,-4.922841808
LOC101884989,-0.78713,-0.616833916,-1.750719355,0.117377893,0.275910284,-4.401961269
unc93a,-0.401135665,1.810765803,-1.750576732,0.117403514,0.275940452,-4.866629623
LOC100331306,-0.420052514,0.502571052,-1.750201484,0.117470948,0.276065404,-4.576858802
wasb,-0.380049413,1.682961673,-1.75013855,0.117482261,0.276065404,-4.835784986
zgc:173548,0.437919093,1.145189497,1.750012863,0.117504858,0.276088441,-4.715566475
rassf9,-0.305152302,1.456744576,-1.749628224,0.117574035,0.276220907,-4.782283882
npy,0.42027919,1.190072369,1.748712103,0.117738953,0.276578246,-4.72765724
cib1,-0.239849157,3.416829737,-1.748574581,0.117763728,0.276606336,-5.32950994
map7d3,0.135890681,5.473587985,1.747797622,0.117903791,0.276877073,-5.856173407
fam98a,0.336998714,3.461448387,1.747792848,0.117904652,0.276877073,-5.35652531
cfap45,-0.350044444,2.202182341,-1.747676789,0.117925588,0.276896106,-4.978446054
med1,0.099316057,5.65622981,1.747562602,0.117946189,0.27691435,-5.891356853
cox10,0.4736064,3.047988771,1.747476354,0.117961752,0.276920762,-5.235344487
anapc11,0.499435703,2.230891102,1.747137602,0.118022896,0.277007902,-5.000188685
dbt,-0.256460443,4.469118477,-1.747128478,0.118024543,0.277007902,-5.62123191
babam2,-0.139403735,4.347373068,-1.747006732,0.118046525,0.277029367,-5.593461594
lage3,0.263127738,1.575385074,1.746861182,0.118072811,0.277060925,-4.824726644
cd44b,-0.630884687,0.210000536,-1.746721192,0.118098097,0.277090132,-4.527227536
apoa2,0.086455049,10.91538349,1.746546696,0.118129623,0.277100473,-6.390154468
st13,0.073463696,6.922000132,1.74652496,0.118133551,0.277100473,-6.083001185
LOC101882255,-0.241614879,3.060665262,-1.746483602,0.118141025,0.277100473,-5.227316389
cnot4b,0.139807208,5.270134202,1.74637058,0.11816145,0.277112213,-5.816847571
tmem37,-0.26278431,2.356331013,-1.74631381,0.118171711,0.277112213,-5.025428459
camk4,0.167167464,4.12766586,1.746072873,0.118215269,0.277173687,-5.543352814
steep1,-0.17275969,3.543021781,-1.746026729,0.118223613,0.277173687,-5.372134114
b3gnt3.2,0.613920548,-0.700850969,1.745556819,0.118308614,0.277342841,-4.406180825
map3k19,-0.495337511,0.729333932,-1.745378965,0.1183408,0.277388162,-4.624889031
rbpja,0.133751145,4.533811464,1.745289566,0.118356982,0.277395963,-5.649172565
LOC108181160,0.256888865,2.72988884,1.745074785,0.118395867,0.277456967,-5.143285344
bub3,0.193860452,5.555333801,1.744879254,0.118431277,0.277509815,-5.87692804
mctp1a,0.243937405,2.522910002,1.744345947,0.118527909,0.27770357,-5.084452884
znf609a,-0.089991461,6.166408172,-1.744280894,0.118539701,0.27770357,-5.981978243
slc25a36b,-0.148547553,4.565123062,-1.744091513,0.118574036,0.277753856,-5.652476197
zmp:0000000991,0.359494851,2.42459867,1.743605022,0.118662281,0.277930397,-5.058565762
l1camb,-0.085755761,6.544457702,-1.743504627,0.118680499,0.277942903,-6.038703007
sstr2b,0.380557389,0.356771713,1.742598184,0.118845106,0.278298201,-4.567267257
crygm2d12,0.685145429,4.961189533,1.742516,0.11886004,0.278302976,-5.756264618
gmppb,-0.124908051,5.912227292,-1.741647063,0.119018055,0.278621447,-5.942690899
faf2,-0.087312307,5.43419098,-1.741626057,0.119021877,0.278621447,-5.853697887
tspan18a,-0.127314028,4.295085582,-1.741270287,0.119086631,0.278641034,-5.588172045
rsad1,-0.853083026,-0.361681237,-1.741256088,0.119089216,0.278641034,-4.4450323
dnph1,0.259407632,1.847033889,1.7412507,0.119090197,0.278641034,-4.903609141
zgc:136472,-0.167569691,3.352494691,-1.741192767,0.119100745,0.278641034,-5.323693691
si:ch73-41e3.7,0.826666286,-0.674508747,1.741168615,0.119105143,0.278641034,-4.413965598
si:ch73-226l13.2,-0.316307664,3.092631778,-1.7411225,0.11911354,0.278641034,-5.241308488
tacr3a,0.589056097,-1.492450213,1.741081762,0.119120958,0.278641034,-4.334084448
LOC556170,0.153895374,3.681529244,1.741012702,0.119133535,0.278641034,-5.426961952
slc38a5b,-0.093466132,6.72077939,-1.74067356,0.119195316,0.278755323,-6.06549154
si:ch211-160j14.2,-0.529937587,0.993661748,-1.740283594,0.119266393,0.278891323,-4.684422146
slc25a51b,0.17624411,3.369444318,1.740150586,0.119290644,0.278897368,-5.338601619
crygm5,-0.431349345,1.538886798,-1.740127664,0.119294824,0.278897368,-4.811948492
mfhas1,0.199116155,3.053449691,1.739874168,0.119341059,0.278975237,-5.245831896
fzd9a,-0.275306284,1.755603337,-1.739734716,0.1193665,0.279004488,-4.871217107
rpl24,0.063868705,10.2247856,1.73950011,0.119409313,0.279074331,-6.355333836
popdc2,-0.201202165,3.314513903,-1.739284352,0.119448698,0.279136151,-5.313586508
zgc:174268,-0.177610199,3.694432182,-1.738893812,0.119520021,0.279257308,-5.425627743
zbtb2a,-0.439469244,0.731948309,-1.73885876,0.119526424,0.279257308,-4.634714776
dbnla,-0.23831557,4.1093905,-1.737925659,0.119697,0.279620075,-5.539749188
tox2,0.092368354,5.418537725,1.737867675,0.119707607,0.279620075,-5.858670782
LOC110438108,-0.100693159,5.216162559,-1.737721865,0.119734285,0.279638608,-5.813642237
LOC101885373,0.190408067,2.912669198,1.737682672,0.119741457,0.279638608,-5.206839473
gpr75,0.137408741,4.519426719,1.73752175,0.119770907,0.279677121,-5.656600685
lmbrd2b,-0.092428866,5.311622943,-1.736300925,0.119994552,0.280147107,-5.835919793
podxl,0.085505321,5.892093602,1.736281357,0.11999814,0.280147107,-5.949898043
mbd4,-0.197030522,3.882905151,-1.736009496,0.120047997,0.280216726,-5.482059812
podn,0.703473421,-0.698720031,1.73588491,0.120070852,0.280216726,-4.417907681
trim3b,0.115273836,5.955721671,1.735883887,0.120071039,0.280216726,-5.961821743
tmem121aa,0.277743498,2.067275871,1.7358356,0.120079898,0.280216726,-4.970399412
mamdc2b,0.23774321,2.197729666,1.735660167,0.120112089,0.280216872,-5.005823368
surf2,-0.218029351,3.560107053,-1.735597157,0.120123653,0.280216872,-5.390280881
rfxap,0.121896664,4.738993705,1.735520713,0.120137684,0.280216872,-5.712885737
fdxr,-0.151011391,4.539327837,-1.735485467,0.120144154,0.280216872,-5.658031953
prtga,-0.494093775,-0.456156055,-1.735481497,0.120144883,0.280216872,-4.444419636
crygm2d15,0.142265103,7.232303972,1.735336963,0.120171417,0.280227686,-6.131965159
adpgk2,-0.465263853,1.836866175,-1.735314784,0.120175489,0.280227686,-4.892730875
atp5f1b,0.091080597,11.1432422,1.734799365,0.120270159,0.280394294,-6.421324448
mypn,-0.189036727,3.660272797,-1.734667328,0.120294422,0.280394294,-5.421064979
LOC110439331,0.199150554,3.710983839,1.734656923,0.120296334,0.280394294,-5.445006492
LOC101882151,-0.353451033,1.649913976,-1.734642911,0.12029891,0.280394294,-4.848863104
LOC137491487,-0.625350992,-0.889162584,-1.734427696,0.120338469,0.280456209,-4.393479093
adrb2a,-0.328152782,1.524778567,-1.734281061,0.120365429,0.28048169,-4.818854439
tank,-0.369115199,2.568186898,-1.734226859,0.120375396,0.28048169,-5.098572303
scaf4b,-0.117470489,5.382371523,-1.733852068,0.120444336,0.28059001,-5.853574075
optn,-0.276895305,3.129152072,-1.733832764,0.120447887,0.28059001,-5.26396621
si:ch211-63p21.8,-0.517147094,1.862554764,-1.733515081,0.120506353,0.2806669,-4.899255755
si:cabz01071911.4,-0.159138274,3.724325914,-1.733459966,0.120516499,0.2806669,-5.442115025
igf1rb,-0.209782029,3.089716827,-1.733434148,0.120521252,0.2806669,-5.255565759
sona,0.115336248,4.880929139,1.733370801,0.120532915,0.2806669,-5.749250885
khdrbs1b,0.071833687,7.62038888,1.733296757,0.120546548,0.280668363,-6.171174599
cep350,0.093172775,5.951918196,1.732743279,0.120648503,0.280874125,-5.9654082
LOC137490913,-0.598825089,-0.143290716,-1.732675727,0.120660953,0.280874125,-4.490136998
bgnb,-0.267322824,2.448465271,-1.732551923,0.120683771,0.280896945,-5.070216797
r3hdm4,0.157089922,4.636207751,1.732394211,0.120712846,0.280915408,-5.692957391
slc4a1b,-0.237039971,2.433716117,-1.732367681,0.120717737,0.280915408,-5.066785141
LOC103909472,0.261064595,1.756234722,1.732201305,0.120748417,0.280956506,-4.89179021
pan2,-0.125754412,4.956325459,-1.731757751,0.120830245,0.281116593,-5.764070473
si:ch211-285c6.1,-0.528045263,-0.630748901,-1.731678061,0.120844952,0.281120503,-4.426480403
LOC101884995,-0.751374446,0.001089564,-1.731343409,0.12090673,0.281233902,-4.511363737
LOC100331775,0.106952472,4.784245137,1.731270654,0.120920165,0.28123484,-5.72941856
hoxc1a,-0.367895662,0.926264101,-1.731183435,0.120936272,0.281241992,-4.685717725
eif3ja,-0.13147979,5.587164737,-1.731049467,0.120961017,0.281269229,-5.898049333
LOC100151503,-0.269650961,2.010683551,-1.730868191,0.120994508,0.28127636,-4.951009713
si:dkey-92j12.5,-0.112703685,4.336811397,-1.73078733,0.121009449,0.28127636,-5.61417451
zc3h12ab,-0.284048976,2.434141478,-1.730756171,0.121015208,0.28127636,-5.068301931
cgrrf1,0.84593848,-1.428518517,1.730750703,0.121016218,0.28127636,-4.352350062
foxo6b,0.16482049,3.94420993,1.73061151,0.121041944,0.281305858,-5.51518982
rnf26,0.138155976,3.996488503,1.730405906,0.121079954,0.281330509,-5.529527854
dpp4,0.115070781,4.997325901,1.730390609,0.121082782,0.281330509,-5.779974395
baz1a,0.109989356,5.807319742,1.730342598,0.121091659,0.281330509,-5.943612206
got2a,0.418002061,5.158029378,1.730114571,0.121133831,0.281364713,-5.818105835
vps29,0.127712667,5.22434767,1.729997025,0.121155575,0.281364713,-5.83016893
pknox2,0.140649189,4.963464381,1.729941112,0.12116592,0.281364713,-5.773332571
si:dkey-122a22.2,-0.232996855,2.930605666,-1.729927487,0.121168441,0.281364713,-5.212795586
LOC100535121,0.320219385,0.894509508,1.729910575,0.12117157,0.281364713,-4.686965766
vip,-0.202745829,3.04111645,-1.729729199,0.121205133,0.28141237,-5.246767786
ndfip1l,0.086121631,6.440425902,1.729445249,0.121257695,0.281504122,-6.046265827
